timestamp,cpu_Percent,memory,memoryPercent,networkRX,networkTX
2019-02-14T14:08:11.153891458Z,5.498337602695554,2841456640,1.360572089266348,0.0,0.0
2019-02-14T14:08:15.735928204Z,1.2539508,2841456640,1.360572089266348,0,0
2019-02-14T14:08:18.359499697Z,0.8600133,2841456640,1.360572089266348,0,0
2019-02-14T14:08:21.813442421Z,15.876826775,2841456640,1.360572089266348,419330,1536209
2019-02-14T14:08:23.085106136Z,28.989618233333335,2841456640,1.360572089266348,553767,1537039
2019-02-14T14:08:24.726720921Z,53.3074452,2841460736,1.3605740505502892,692437,2662452
2019-02-14T14:08:26.04212948Z,21.2024948,2837786624,1.3588147788550369,556655,1930075
2019-02-14T14:08:27.568004393Z,14.7187098,2837786624,1.3588147788550369,701182,2562533
2019-02-14T14:08:29.070821091Z,18.10879676,2837786624,1.3588147788550369,562450,2057182
2019-02-14T14:08:30.756969822Z,21.82506172,2837786624,1.3588147788550369,698312,2555409
2019-02-14T14:08:32.653083489Z,30.67327875,2834632704,1.3573045902203165,699661,3064734
2019-02-14T14:08:34.005418391Z,42.34510735,2834632704,1.3573045902203165,556606,2042162
2019-02-14T14:08:35.88791768Z,21.1999988,2834640896,1.357308512788199,827083,2551527
2019-02-14T14:08:37.327986384Z,28.592771466666665,2834640896,1.357308512788199,693230,2548451
2019-02-14T14:08:38.885534181Z,34.4632443,2830962688,1.3555472798090054,694130,2550709
2019-02-14T14:08:40.2546584Z,46.06037415,2830962688,1.3555472798090054,551572,2036340
2019-02-14T14:08:41.653104587Z,15.2410987,2830962688,1.3555472798090054,557128,2045700
2019-02-14T14:08:43.549021587Z,29.481620425,2830962688,1.3555472798090054,834858,3062092
2019-02-14T14:08:44.821675744Z,13.818341766666666,2827296768,1.3537919306816355,479762,2039192
2019-02-14T14:08:46.760080146Z,21.10197495,2827296768,1.3537919306816355,775545,3034274
2019-02-14T14:08:47.783168213Z,16.3567163,2827296768,1.3537919306816355,411882,1085131
2019-02-14T14:08:49.030279581Z,38.3884178,2827296768,1.3537919306816355,556865,2006849
2019-02-14T14:08:50.680992979Z,26.675513475,2824667136,1.352532786391388,691928,2546763
2019-02-14T14:08:53.726607413Z,27.625470375,2824667136,1.352532786391388,830347,2552133
2019-02-14T14:08:54.891422192Z,18.898904966666667,2824671232,1.3525347476753293,287609,1540469
2019-02-14T14:08:57.93631837Z,20.5198311,2824671232,1.3525347476753293,558753,2503745
2019-02-14T14:09:02.436551821Z,22.519913825,2821521408,1.3510265203245502,695823,2052680
2019-02-14T14:09:04.103154674Z,21.73456842,2821521408,1.3510265203245502,559578,2549469
2019-02-14T14:09:07.144117068Z,25.185463175,2821525504,1.3510284816084912,1377802,4586165
2019-02-14T14:09:09.087338572Z,21.88772915,2818371584,1.3495182929737708,829194,3057152
