timestamp,cpu_Percent,memory,memoryPercent,networkRX,networkTX,rxTotal,txTotal
2019-02-19T17:31:01.010736986Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:02.332992078Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:04.006111372Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:04.006111372Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:05.477604465Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:06.970777496Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:08.152198495Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:08.152198495Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:09.625157824Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:10.666291444Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:11.974667091Z,9.299543278108915,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:13.203606368Z,3.7842849997817867,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:13.203606368Z,3.7842849997817867,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:14.468068626Z,3.7842849997817867,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:15.726438833Z,3.7842849997817867,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:15.726438833Z,3.7842849997817867,2717204480,1.3010765409101863,0,0,19138013186,1349047323
2019-02-19T17:31:17.344767267Z,6.257554579781786,2717204480,1.3010765409101863,67378,135384,19138080564,1349182707
2019-02-19T17:31:18.658053635Z,4.786605924781787,2717204480,1.3010765409101863,55262,112032,19138135826,1349294739
2019-02-19T17:31:18.658053635Z,4.786605924781787,2717204480,1.3010765409101863,0,0,19138135826,1349294739
2019-02-19T17:31:20.347105722Z,5.5299085140675,2717204480,1.3010765409101863,71118,145536,19138206944,1349440275
2019-02-19T17:31:21.616068691Z,5.666893966448454,2717204480,1.3010765409101863,31108,62574,19138238052,1349502849
2019-02-19T17:31:22.964741337Z,5.666893966448454,2717204480,1.3010765409101863,1846,2392,19138239898,1349505241
2019-02-19T17:31:22.964741337Z,5.666893966448454,2717204480,1.3010765409101863,0,0,19138239898,1349505241
2019-02-19T17:31:24.821086973Z,2.35593591,2717278208,1.3011118440211278,31706,64008,19138271604,1349569249
2019-02-19T17:31:25.979859409Z,1.71795235,2717278208,1.3011118440211278,11584,23232,19138283188,1349592481
2019-02-19T17:31:25.979859409Z,1.71795235,2717237248,1.301092231181716,0,0,19138283188,1349592481
2019-02-19T17:31:27.837161368Z,3.4314505100000003,2717237248,1.301092231181716,55326,112098,19138338514,1349704579
2019-02-19T17:31:29.192958989Z,4.34903035,2717237248,1.301092231181716,13678,29004,19138352192,1349733583
2019-02-19T17:31:29.192958989Z,4.34903035,2717237248,1.301092231181716,0,0,19138352192,1349733583
2019-02-19T17:31:31.150124024Z,4.34903035,2717237248,1.301092231181716,0,0,19138352192,1349733583
2019-02-19T17:31:31.150124024Z,4.34903035,2717237248,1.301092231181716,0,0,19138352192,1349733583
2019-02-19T17:31:32.526785363Z,3.70448615,2717237248,1.301092231181716,24454,49476,19138376646,1349783059
2019-02-19T17:31:32.526785363Z,3.70448615,2717237248,1.301092231181716,0,0,19138376646,1349783059
2019-02-19T17:31:34.44209386Z,3.70448615,2717253632,1.3011000763174807,0,0,19138376646,1349783059
2019-02-19T17:31:36.259913639Z,3.8347822999999996,2717253632,1.3011000763174807,25938,52404,19138402584,1349835463
2019-02-19T17:31:36.259913639Z,3.8347822999999996,2717253632,1.3011000763174807,0,0,19138402584,1349835463
2019-02-19T17:31:37.353556059Z,3.73352095,2717253632,1.3011000763174807,25728,52272,19138428312,1349887735
2019-02-19T17:31:38.966795764Z,3.73352095,2717253632,1.3011000763174807,0,0,19138428312,1349887735
2019-02-19T17:31:38.966795764Z,3.73352095,2717253632,1.3011000763174807,0,0,19138428312,1349887735
2019-02-19T17:31:40.641921904Z,2.9650979,2717253632,1.3011000763174807,17268,34848,19138445580,1349922583
2019-02-19T17:31:40.641921904Z,2.9650979,2717253632,1.3011000763174807,0,0,19138445580,1349922583
2019-02-19T17:31:42.346203767Z,3.922421175,2717253632,1.3011000763174807,51708,105876,19138497288,1350028459
2019-02-19T17:31:43.401037024Z,3.922421175,2717384704,1.3011628374035988,0,0,19138497288,1350028459
2019-02-19T17:31:44.639938546Z,3.922421175,2717270016,1.3011079214532455,0,0,19138497288,1350028459
2019-02-19T17:31:44.639938546Z,3.922421175,2717270016,1.3011079214532455,0,0,19138497288,1350028459
2019-02-19T17:31:46.428773605Z,2.9641597833333337,2717270016,1.3011079214532455,56052,113430,19138553340,1350141889
2019-02-19T17:31:47.839259482Z,3.4150974300000003,2717270016,1.3011079214532455,59594,119292,19138612934,1350261181
2019-02-19T17:31:47.839259482Z,3.4150974300000003,2717270016,1.3011079214532455,0,0,19138612934,1350261181
2019-02-19T17:31:49.32078892Z,3.285910416666667,2717270016,1.3011079214532455,63920,129360,19138676854,1350390541
2019-02-19T17:31:50.599121219Z,5.17710685,2717270016,1.3011079214532455,52754,106116,19138729608,1350496657
2019-02-19T17:31:51.862735154Z,3.92034675,2717270016,1.3011079214532455,53198,107502,19138782806,1350604159
2019-02-19T17:31:51.862735154Z,3.92034675,2717270016,1.3011079214532455,0,0,19138782806,1350604159
2019-02-19T17:31:53.281022123Z,4.2593005999999995,2717401088,1.3011706825393636,59548,119980,19138842354,1350724139
2019-02-19T17:31:54.506543313Z,3.09828805,2717315072,1.3011294955765986,49536,100308,19138891890,1350824447
2019-02-19T17:31:55.902020317Z,5.127767,2717315072,1.3011294955765986,58158,118824,19138950048,1350943271
2019-02-19T17:31:57.174178363Z,3.12100166,2717315072,1.3011294955765986,54150,109128,19139004198,1351052399
2019-02-19T17:31:57.174178363Z,3.12100166,2717315072,1.3011294955765986,0,0,19139004198,1351052399
2019-02-19T17:31:58.895212539Z,4.179057,2717315072,1.3011294955765986,73176,146868,19139077374,1351199267
2019-02-19T17:32:00.22969733Z,2.9905032166666667,2717315072,1.3011294955765986,55932,113256,19139133306,1351312523
2019-02-19T17:32:00.22969733Z,2.9905032166666667,2717315072,1.3011294955765986,0,0,19139133306,1351312523
2019-02-19T17:32:02.154795166Z,3.16480365,2717315072,1.3011294955765986,79770,161172,19139213076,1351473695
2019-02-19T17:32:02.154795166Z,3.16480365,2717315072,1.3011294955765986,0,0,19139213076,1351473695
2019-02-19T17:32:04.01566111Z,2.7698875555555555,2717372416,1.3011569535517753,78190,156816,19139291266,1351630511
2019-02-19T17:32:04.01566111Z,2.7698875555555555,2717372416,1.3011569535517753,0,0,19139291266,1351630511
2019-02-19T17:32:05.682220935Z,3.2208817142857145,2717372416,1.3011569535517753,69886,141096,19139361152,1351771607
2019-02-19T17:32:06.931718518Z,3.0396523,2717372416,1.3011569535517753,50972,103146,19139412124,1351874753
2019-02-19T17:32:08.171542161Z,4.2644826,2717372416,1.3011569535517753,46856,94392,19139458980,1351969145
2019-02-19T17:32:08.171542161Z,4.2644826,2717372416,1.3011569535517753,0,0,19139458980,1351969145
2019-02-19T17:32:09.95925699Z,2.367754,2717372416,1.3011569535517753,66750,136434,19139525730,1352105579
2019-02-19T17:32:11.170098514Z,2.6119752666666667,2717372416,1.3011569535517753,48680,98616,19139574410,1352204195
2019-02-19T17:32:11.170098514Z,2.6119752666666667,2717372416,1.3011569535517753,0,0,19139574410,1352204195
2019-02-19T17:32:13.04319256Z,2.8887682125,2717372416,1.3011569535517753,77046,154260,19139651456,1352358455
2019-02-19T17:32:13.04319256Z,2.8887682125,2717372416,1.3011569535517753,0,0,19139651456,1352358455
2019-02-19T17:32:14.988916106Z,2.9930892125,2717425664,1.301182450243011,76268,155310,19139727724,1352513765
2019-02-19T17:32:14.988916106Z,2.9930892125,2717425664,1.301182450243011,0,0,19139727724,1352513765
2019-02-19T17:32:16.303713508Z,2.74767705,2717425664,1.301182450243011,56148,112044,19139783872,1352625809
2019-02-19T17:32:17.977807719Z,2.7458466285714285,2717425664,1.301182450243011,61640,125004,19139845512,1352750813
2019-02-19T17:32:19.232607633Z,3.0222059,2717425664,1.301182450243011,51684,104478,19139897196,1352855291
2019-02-19T17:32:19.232607633Z,3.0222059,2717425664,1.301182450243011,0,0,19139897196,1352855291
